start,end,candidate_score,candidate_mean,candidate_std,current_score,current_mean,current_std
121,171,74.18017922797975,92.45858107200006,725.6753980726395,98.29963557073046,179.07847306800065,2566.76573209029
171,221,109.09867925006091,119.01117092799991,567.2041553324021,-80.4260507200004,-80.4260507200004,3094.123317695759
221,271,74.1125227648898,89.90585500399992,656.2194028180581,712.8485826515041,760.246171856,3099.586262372526
271,321,-161.05177060800006,-161.05177060800006,608.2410994659742,119.03703572592974,208.875945044,2869.125965367114
321,371,56.96795874404385,76.810525512,716.7609506351657,579.3013863630019,624.54896544,2759.827180653258
371,421,122.46531674060542,130.17562739599998,516.4509338317088,158.01712407203163,252.59513782000042,3089.854355273806
421,471,-22.499114948000084,-22.499114948000084,626.3107688034904,-9.091643604000083,-9.091643604000083,2560.0633341747116
