test,score,mean_pnl,std_pnl,sharpe,volume,elapsed
previous,212.73573214036693,292.60141030240004,2834.6946895081564,1.632075063599859,37164656.61999998,0.009764541988261044
final,355.6694751257109,413.02978593520004,2622.610692534651,2.4901043619720427,49696427.85,0.019339167047291994
