strategy,score,mean_pnl,std_pnl,sharpe,volume
failed_submission,355.6694751257109,413.02978593520004,2622.610692534651,2.4901043619720427,49696427.85
leadlag_candidate,507.4164954566743,526.3769808000001,1608.8269302978863,5.173179712072934,108227621.24000002
