strategy,official_score,official_mean,official_std,official_sharpe,early_score,fold_median,fold_min,positive_folds,window_median,window_min,frozen_score,cost_10x_score,volume,config
incoming_5,230.0284187321291,263.27043323359965,1582.4318399996675,2.6305531415420647,-2.991105634899055,185.85887530428232,-233.73749484399946,6,136.18801252101343,69.99046984384609,209.87936414367533,-85.65134766400031,104762728.13999999,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 5, 'asymmetry_mode': 'none', 'svd_rank': 0, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
incoming_10,364.2752702307192,386.3974652176,1505.578958418506,4.057894358084055,57.61359466624095,251.6066740011007,-50.235150427999606,7,252.56264860051618,186.59378633451522,272.0735766365272,2.8687057398789046,106892233.93999998,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 10, 'asymmetry_mode': 'none', 'svd_rank': 0, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
incoming_15,502.3636979454486,520.1233742975996,1546.268023628286,5.318529847151809,241.82953340325682,382.1394206947215,42.82567368403372,8,385.55660473132286,223.41272362978728,341.0846271514121,117.41632595845383,108873536.92,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 15, 'asymmetry_mode': 'none', 'svd_rank': 0, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
incoming_20,491.2924045556125,510.8899497631997,1613.3484499480567,5.006903111949335,343.5121416902101,423.30564577441305,104.81467187933681,8,402.8712658149797,295.27312090287904,301.23164729764056,106.45139133615272,107477634.48000002,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 20, 'asymmetry_mode': 'none', 'svd_rank': 0, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
incoming_30,507.4164954566743,526.3769808000001,1608.8269302978863,5.173179712072934,364.81458510691186,430.23149888862383,116.19558120726877,8,422.4541340569365,326.05576875038946,290.5694784936221,123.46197573081375,108227621.24000002,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 30, 'asymmetry_mode': 'none', 'svd_rank': 0, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
asym_difference,40.393877121284355,88.08928097679967,1513.4691213726492,0.920278984881386,234.87763552108913,17.32772642293698,-16.97422335999916,6,151.84528298116015,40.393877121284355,100.56963837101297,-254.33731023200036,103128758.55000003,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'difference', 'svd_rank': 0, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
asym_dominant,372.9485839761576,397.9070026263995,1627.5548661752318,3.8655914199286627,204.10416054593927,374.255033937278,-92.97025790400056,7,324.3920088439921,194.62999901047687,182.26355525515436,8.995779820539893,105373576.89000003,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'dominant', 'svd_rank': 0, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
asym_excess,288.3521920019246,319.08337003359924,1647.032429191992,3.063176519491804,53.30230527759306,259.5904192890382,-145.39611097200032,7,205.9606000396725,108.20910335122457,355.9240961196792,-34.64821966400075,107302381.7400001,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'excess', 'svd_rank': 0, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
svd_rank5,220.75284207938682,258.45066850239976,1688.7006385031113,2.419886499199711,302.8759088567251,248.1791039783082,-72.4943224959997,6,164.38122293942854,131.39625212897587,168.75194030917308,-84.84147497600023,103879755.52000003,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'none', 'svd_rank': 5, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
svd_rank10,357.55349643067603,384.7818934999993,1678.9012590228874,3.6237604186457655,117.70826200868149,225.08022082841484,-244.11525283200072,7,248.12753699159808,131.8295037181766,301.99378889193935,3.0616174449755085,105913322.17000003,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'none', 'svd_rank': 10, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
svd_rank15,346.0224244684571,372.85902667839935,1641.822896361623,3.5907763653136633,149.35180193530175,286.28519336686446,-175.94337570800036,7,255.46959949357773,185.55992944457222,314.1025355711036,0.580087883302419,107104702.32,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'none', 'svd_rank': 15, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
svd_rank20,397.5358158631757,419.75122174959967,1568.920610479574,4.230201013681004,145.99368388197144,351.31944556846804,-192.56662599200067,7,309.65329962043154,230.4085346285241,289.89028686714687,19.08516314930203,107834508.96999998,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'none', 'svd_rank': 20, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
svd_rank30,435.7251194103167,457.7290490343997,1626.3810456998601,4.449960696476048,220.6969531768911,300.62849659139727,2.3723105197773573,8,318.913144581241,238.0593831287933,301.46266711310363,48.65152117852083,107903831.91000004,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'none', 'svd_rank': 30, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
column_l1,501.2646400037347,520.9889668415997,1634.052819832595,5.041182729962728,292.8403314557134,381.941116229657,45.58597533456492,8,395.27709659697535,300.77647881753353,256.38400619067477,115.40894186421289,107297659.56000008,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'none', 'svd_rank': 0, 'column_normalization': 'l1', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
column_l2,509.58321219166316,529.2576185055999,1644.297455171029,5.089284600577619,299.12155981974615,406.15346559159286,70.68103525442186,8,399.22131321360825,304.9537212290996,289.243963791436,122.9149610089317,108135279.12,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'none', 'svd_rank': 0, 'column_normalization': 'l2', 'top_k': 50, 'long_reversal_lookback': 0, 'long_reversal_weight': 0.0, 'freeze_at': 0}"
reversal_mix20_40_qtr,504.5836036451977,525.0603331831998,1672.4107255980166,4.9640514033180505,303.8971343276704,460.2468093886109,65.96037039785641,8,418.6987849808573,311.33131568499664,302.3500058795305,121.24631616661141,107935360.20999996,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'none', 'svd_rank': 0, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 40, 'long_reversal_weight': 0.25, 'freeze_at': 0}"
reversal_mix20_40_half,445.0934777154867,467.0852814639997,1641.6138105759997,4.498784493195773,286.77411215739016,426.76537714708616,39.056640825893936,8,389.96851330522287,306.0846112322167,331.1874484159291,59.28772473901561,107445263.57999997,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'none', 'svd_rank': 0, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 40, 'long_reversal_weight': 0.5, 'freeze_at': 0}"
reversal_mix20_60_qtr,515.45852600821,535.3196824031999,1661.455133057339,5.094418257317001,320.50910072875763,444.0836505589622,18.744271987624135,8,413.7195647051879,311.44043841894313,310.36110766416033,131.8366749486622,107992355.68000002,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'none', 'svd_rank': 0, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 60, 'long_reversal_weight': 0.25, 'freeze_at': 0}"
reversal_mix20_60_half,504.8575879632212,523.7239568687996,1600.7818879848526,5.172973849004669,278.4797995649397,397.2695833150138,66.3874634193427,8,405.546321108891,316.08894546280897,307.59486897152135,123.60360586801552,107633911.65999998,"{'lag_weights': ((1, 1.0),), 'significance_se': 1.0, 'reversal_weight': 0.2, 'reversal_lookback': 20, 'reversal_mode': 'linear', 'hysteresis': 0.3, 'hedge_fraction': 1.0, 'cross_sectional_demean': False, 'soft_threshold': False, 'recent_window': 0, 'recent_weight': 0.0, 'consensus_window': 0, 'split_consensus': False, 'incoming_edges': 0, 'asymmetry_mode': 'none', 'svd_rank': 0, 'column_normalization': 'none', 'top_k': 50, 'long_reversal_lookback': 60, 'long_reversal_weight': 0.5, 'freeze_at': 0}"
