start,end,score,mean_pnl,std_pnl,sharpe,volume,elapsed
101,151,158.71803134260944,237.53926817600106,2646.7560052169624,1.4190297853015328,9622125.879999999,0.0032729170052334666
151,201,2.1444883820175393,40.487823108000185,2706.9331008590984,0.23649224741210642,9542081.870000003,0.0043355419766157866
201,251,788.3388351752775,828.4995644279987,2956.695656098298,4.4305298359778,10656586.810000002,0.0037939579924568534
251,301,432.9018957239359,490.8071162759999,2838.212912603159,2.734235286505917,10070047.830000002,0.0040727920131757855
301,351,666.4273189737335,699.3843869920003,2459.1432357381477,4.496784877582579,11508172.759999998,0.003973708022385836
351,401,3.12787250356461,50.22403145599954,3081.412200927179,0.257710300214156,9129035.440000003,0.004510749946348369
401,451,846.841345762955,868.0529637720006,2172.211459488613,6.31850201136815,10664801.81,0.003702125046402216
451,500,2.671567744510213e-05,0.8352327999997419,2335.023600083379,0.005655698778343727,9165054.12,0.003533374983817339
