noise_bps,difference_p05,difference_median,difference_p95,rayan_win_fraction
1,-2.5949427758166563,0.6395579835972569,3.3666114640691713,0.72
5,-2.0842931220128746,2.5778850929299324,7.884409978007795,0.86
10,-5.018051290683178,1.3591433304572718,9.347637943778617,0.62
20,-10.114741256853682,0.18230032660289908,10.392714404119925,0.5
